Prefix,Rank_code,Scientific_name,Number_of_fragments,Percentage
Maw15_77,D1,Asgard group,28,0.00
Maw15_77,P,Candidatus Heimdallarchaeota,16,0.00
Maw15_77,P1,unclassified Candidatus Heimdallarchaeota,16,0.00
Maw15_77,P,Candidatus Lokiarchaeota,9,0.00
Maw15_77,P1,unclassified Candidatus Lokiarchaeota,9,0.00
Maw15_77,P,Candidatus Thorarchaeota,3,0.00
Maw15_77,P1,unclassified Candidatus Thorarchaeota,3,0.00
Maw15_77,D1,DPANN group,16,0.00
Maw15_77,P,Candidatus Woesearchaeota,8,0.00
Maw15_77,P1,unclassified Candidatus Woesearchaeota,6,0.00
Maw15_77,P1,environmental samples,2,0.00
Maw15_77,P,Candidatus Aenigmatarchaeota,7,0.00
Maw15_77,P1,unclassified Candidatus Aenigmatarchaeota,7,0.00
Maw15_77,P,Candidatus Diapherotrites,1,0.00
Maw15_77,P1,unclassified Candidatus Diapherotrites,1,0.00
Maw15_77,D1,unclassified Archaea,7,0.00
Maw15_82,U,unclassified,19715057,97.10
Maw15_82,R,root,588842,2.90
Maw15_82,R1,cellular organisms,588842,2.90
Maw15_82,D,Bacteria,585258,2.88
Maw15_82,P,Pseudomonadota,320193,1.58
Maw15_82,P1,unclassified Pseudomonadota,1449,0.01
Maw15_82,P1,environmental samples,760,0.00
Maw15_82,D1,FCB group,159749,0.79
Maw15_82,D2,Bacteroidota/Chlorobiota group,157786,0.78
Maw15_82,P,Bacteroidota,155768,0.77
Maw15_82,P1,environmental samples,877,0.00
Maw15_82,P1,unclassified Bacteroidota,512,0.00
Maw15_82,P,Ignavibacteriota,838,0.00
Maw15_82,P1,unclassified Ignavibacteriota,120,0.00
Maw15_82,P,Balneolota,481,0.00
Maw15_82,P,Rhodothermota,154,0.00
Maw15_82,P,Chlorobiota,55,0.00
Maw15_82,P1,unclassified Chlorobiota,52,0.00
Maw15_82,P,Gemmatimonadota,875,0.00
Maw15_82,P1,unclassified Gemmatimonadota,760,0.00
Maw15_82,P1,environmental samples,10,0.00
Maw15_82,P,Candidatus Neomarinimicrobiota,443,0.00
Maw15_82,P1,unclassified Candidatus Neomarinimicrobiota,443,0.00
Maw15_82,P,Candidatus Zixiibacteriota,278,0.00
Maw15_82,P,Candidatus Latescibacterota,271,0.00
Maw15_82,P1,unclassified Candidatus Latescibacterota,271,0.00
Maw15_82,P,Candidatus Hydrogenedentota,19,0.00
Maw15_82,P1,unclassified Candidatus Hydrogenedentota,19,0.00
Maw15_82,D1,Terrabacteria group,47352,0.23
Maw15_82,P,Actinomycetota,17838,0.09
Maw15_82,P1,unclassified Actinomycetota,2194,0.01
Maw15_82,P,Bacillota,16915,0.08
Maw15_82,D2,Cyanobacteriota/Melainabacteria group,7718,0.04
Maw15_82,P,Cyanobacteriota,7427,0.04
Maw15_82,P,Candidatus Melainabacteria,282,0.00
Maw15_82,P1,unclassified Candidatus Melainabacteria,282,0.00
Maw15_82,P,Chloroflexota,2082,0.01
Maw15_82,P1,unclassified Chloroflexota,457,0.00
Maw15_82,P,Mycoplasmatota,1284,0.01
Maw15_82,P1,unclassified Mycoplasmatota,1019,0.01
Maw15_82,P,Deinococcota,478,0.00
Maw15_82,P,Armatimonadota,224,0.00
Maw15_82,P1,unclassified Armatimonadota,224,0.00
Maw15_82,D1,PVC group,10088,0.05
Maw15_82,P,Planctomycetota,8069,0.04
Maw15_82,P1,unclassified Planctomycetota,440,0.00
Maw15_82,P,Verrucomicrobiota,1673,0.01
Maw15_82,P1,environmental samples,176,0.00
Maw15_82,P1,unclassified Verrucomicrobiota,61,0.00
Maw15_82,P,Lentisphaerota,133,0.00
Maw15_82,P1,unclassified Lentisphaerota,37,0.00
Maw15_82,P,Candidatus Omnitrophota,79,0.00
Maw15_82,P1,unclassified Candidatus Omnitrophota,79,0.00
Maw15_82,P,Kiritimatiellota,61,0.00
Maw15_82,P1,unclassified Kiritimatiellota,1,0.00
Maw15_82,P,Chlamydiota,25,0.00
Maw15_82,D1,Bacteria incertae sedis,3619,0.02
Maw15_82,D2,Bacteria candidate phyla,3619,0.02
Maw15_82,D3,Patescibacteria group,1776,0.01
Maw15_82,D4,Parcubacteria group,1296,0.01
Maw15_82,P,Candidatus Nomurabacteria,538,0.00
Maw15_82,P1,unclassified Candidatus Nomurabacteria,538,0.00
Maw15_82,P,Candidatus Falkowbacteria,192,0.00
Maw15_82,P1,unclassified Candidatus Falkowbacteria,192,0.00
Maw15_82,P,Candidatus Moraniibacteriota,163,0.00
Maw15_82,P1,unclassified Candidatus Moraniibacteriota,163,0.00
Maw15_82,P,Candidatus Nealsonbacteria,163,0.00
Maw15_82,P1,unclassified Candidatus Nealsonbacteria,156,0.00
Maw15_82,P,Candidatus Campbellbacteria,81,0.00
Maw15_82,P1,unclassified Candidatus Campbellbacteria,81,0.00
Maw15_82,P,Candidatus Kaiserbacteria,79,0.00
Maw15_82,P1,unclassified Candidatus Kaiserbacteria,79,0.00
Maw15_82,P,Candidatus Parcubacteria,35,0.00
Maw15_82,P1,unclassified Candidatus Parcubacteria,35,0.00
Maw15_82,P,Candidatus Uhrbacteria,24,0.00
Maw15_82,P1,unclassified Candidatus Uhrbacteria,24,0.00
Maw15_82,D4,Microgenomates group,220,0.00
Maw15_82,P,Candidatus Woesebacteria,220,0.00
Maw15_82,P1,unclassified Candidatus Woesebacteria,220,0.00
Maw15_82,D4,unclassified Patescibacteria group,156,0.00
Maw15_82,P,Candidatus Gracilibacteria,95,0.00
Maw15_82,P1,unclassified Candidatus Gracilibacteria,95,0.00
Maw15_82,P,Candidatus Aminicenantes,745,0.00
Maw15_82,P1,unclassified Candidatus Aminicenantes,745,0.00
Maw15_82,P,Candidatus Saccharibacteria,365,0.00
Maw15_82,P1,unclassified Candidatus Saccharibacteria,365,0.00
Maw15_82,P,candidate division WOR-3,261,0.00
Maw15_82,P,Candidatus Peregrinibacteria,249,0.00
Maw15_82,P1,unclassified Candidatus Peregrinibacteria,89,0.00
Maw15_82,P,Candidatus Coatesbacteria,50,0.00
Maw15_82,P1,unclassified Candidatus Coatesbacteria,50,0.00
Maw15_82,P,Candidatus Eisenbacteria,45,0.00
Maw15_82,P1,unclassified Candidatus Eisenbacteria,45,0.00
Maw15_82,P,Candidatus Bipolaricaulota,40,0.00
Maw15_82,P1,unclassified Candidatus Bipolaricaulota,40,0.00
Maw15_82,D3,Candidatus Dojkabacteria,28,0.00
Maw15_82,P,Myxococcota,2492,0.01
Maw15_82,P1,Polyangia,936,0.00
Maw15_82,P,Thermodesulfobacteriota,2211,0.01
Maw15_82,P,Campylobacterota,1714,0.01
Maw15_82,P,Nitrospirota,1490,0.01
Maw15_82,P1,unclassified Nitrospirota,527,0.00
Maw15_82,P,Acidobacteriota,855,0.00
Maw15_82,P1,unclassified Acidobacteriota,579,0.00
Maw15_82,D1,unclassified Bacteria,668,0.00
Maw15_82,D1,delta/epsilon subdivisions,609,0.00
Maw15_82,P,Spirochaetota,194,0.00
Maw15_82,P1,unclassified Spirochaetota,44,0.00
Maw15_82,P,Bdellovibrionota,191,0.00
Maw15_82,P,Elusimicrobiota,166,0.00
Maw15_82,P1,unclassified Elusimicrobiota,166,0.00
Maw15_82,D1,environmental samples,137,0.00
Maw15_82,D1,Nitrospinae/Tectomicrobia group,114,0.00
Maw15_82,P,Nitrospinota,91,0.00
Maw15_82,P,Candidatus Tectomicrobia,23,0.00
Maw15_82,P,Calditrichota,94,0.00
Maw15_82,P,Synergistota,62,0.00
Maw15_82,P1,unclassified Synergistota,62,0.00
Maw15_82,P,Aquificota,35,0.00
Maw15_82,P1,unclassified Aquificota,33,0.00
Maw15_82,P,Thermotogota,27,0.00
Maw15_82,P,Fusobacteriota,3,0.00
Maw15_82,D,Archaea,3010,0.01
Maw15_82,D1,TACK group,2549,0.01
Maw15_82,P,Nitrososphaerota,2501,0.01
Maw15_82,P1,Nitrososphaerota incertae sedis,118,0.00
Maw15_82,P2,Marine Group I,97,0.00
Maw15_82,P3,environmental samples,1,0.00
Maw15_82,P,Candidatus Bathyarchaeota,46,0.00
Maw15_82,P1,unclassified Candidatus Bathyarchaeota,43,0.00
Maw15_82,P,Thermoproteota,2,0.00
Maw15_82,P,Euryarchaeota,302,0.00
Maw15_82,P1,Stenosarchaea group,281,0.00
Maw15_82,P1,unclassified Euryarchaeota,10,0.00
Maw15_82,P1,Methanomada group,2,0.00
Maw15_82,P,Candidatus Thermoplasmatota,78,0.00
Maw15_82,P1,DHVE2 group,5,0.00
Maw15_82,D1,Asgard group,41,0.00
Maw15_82,P,Candidatus Heimdallarchaeota,22,0.00
Maw15_82,P1,unclassified Candidatus Heimdallarchaeota,22,0.00
Maw15_82,P,Candidatus Thorarchaeota,10,0.00
Maw15_82,P1,unclassified Candidatus Thorarchaeota,10,0.00
Maw15_82,P,Candidatus Lokiarchaeota,9,0.00
Maw15_82,P1,unclassified Candidatus Lokiarchaeota,9,0.00
Maw15_82,D1,DPANN group,30,0.00
Maw15_82,P,Candidatus Woesearchaeota,15,0.00
Maw15_82,P1,unclassified Candidatus Woesearchaeota,13,0.00
Maw15_82,P1,environmental samples,2,0.00
Maw15_82,P,Candidatus Aenigmatarchaeota,11,0.00
Maw15_82,P1,unclassified Candidatus Aenigmatarchaeota,11,0.00
Maw15_82,P,Candidatus Diapherotrites,2,0.00
Maw15_82,P1,unclassified Candidatus Diapherotrites,2,0.00
Maw15_82,D2,Candidatus Pacearchaeota,2,0.00
Maw15_82,D3,unclassified Candidatus Pacearchaeota,2,0.00
Maw15_82,D1,unclassified Archaea,3,0.00
Maw15_82,D,Eukaryota,1,0.00
Maw15_82,D1,environmental samples,1,0.00
Maw15_84,U,unclassified,14367976,96.57
Maw15_84,R,root,510319,3.43
Maw15_84,R1,cellular organisms,510319,3.43
Maw15_84,D,Bacteria,508082,3.41
Maw15_84,P,Pseudomonadota,293863,1.98
Maw15_84,P1,unclassified Pseudomonadota,1157,0.01
Maw15_84,P1,environmental samples,595,0.00
Maw15_84,D1,FCB group,98536,0.66
Maw15_84,D2,Bacteroidota/Chlorobiota group,96976,0.65
Maw15_84,P,Bacteroidota,95366,0.64
Maw15_84,P1,environmental samples,702,0.00
Maw15_84,P1,unclassified Bacteroidota,373,0.00
Maw15_84,P,Ignavibacteriota,589,0.00
Maw15_84,P1,unclassified Ignavibacteriota,94,0.00
Maw15_84,P,Balneolota,521,0.00
Maw15_84,P,Rhodothermota,94,0.00
Maw15_84,P,Chlorobiota,59,0.00
Maw15_84,P1,unclassified Chlorobiota,46,0.00
Maw15_84,P,Gemmatimonadota,714,0.00
Maw15_84,P1,unclassified Gemmatimonadota,585,0.00
Maw15_84,P1,environmental samples,14,0.00
Maw15_84,P,Candidatus Neomarinimicrobiota,341,0.00
Maw15_84,P1,unclassified Candidatus Neomarinimicrobiota,340,0.00
Maw15_84,P1,environmental samples,1,0.00
Maw15_84,P,Candidatus Zixiibacteriota,214,0.00
Maw15_84,P,Candidatus Latescibacterota,205,0.00
Maw15_84,P1,unclassified Candidatus Latescibacterota,205,0.00
Maw15_84,P,Candidatus Hydrogenedentota,18,0.00
Maw15_84,P1,unclassified Candidatus Hydrogenedentota,17,0.00
Maw15_84,D1,Terrabacteria group,45624,0.31
Maw15_84,P,Bacillota,20404,0.14
Maw15_84,P1,unclassified Bacillota,5,0.00
Maw15_84,P,Actinomycetota,13869,0.09
Maw15_84,P1,unclassified Actinomycetota,1838,0.01
Maw15_84,D2,Cyanobacteriota/Melainabacteria group,7410,0.05
Maw15_84,P,Cyanobacteriota,7157,0.05
Maw15_84,P,Candidatus Melainabacteria,251,0.00
Maw15_84,P1,unclassified Candidatus Melainabacteria,251,0.00
Maw15_84,P,Chloroflexota,1662,0.01
Maw15_84,P1,unclassified Chloroflexota,384,0.00
Maw15_84,P1,environmental samples,1,0.00
Maw15_84,P,Mycoplasmatota,1097,0.01
Maw15_84,P1,unclassified Mycoplasmatota,979,0.01
Maw15_84,P,Deinococcota,338,0.00
Maw15_84,P,Armatimonadota,179,0.00
Maw15_84,P1,unclassified Armatimonadota,179,0.00
Maw15_84,D1,PVC group,8063,0.05
Maw15_84,P,Planctomycetota,6622,0.04
Maw15_84,P1,unclassified Planctomycetota,332,0.00
Maw15_84,P,Verrucomicrobiota,1137,0.01
Maw15_84,P1,environmental samples,126,0.00
Maw15_84,P1,unclassified Verrucomicrobiota,44,0.00
Maw15_84,P,Lentisphaerota,115,0.00
Maw15_84,P1,unclassified Lentisphaerota,39,0.00
Maw15_84,P,Kiritimatiellota,57,0.00
Maw15_84,P,Candidatus Omnitrophota,56,0.00
Maw15_84,P1,unclassified Candidatus Omnitrophota,56,0.00
Maw15_84,P,Chlamydiota,27,0.00
Maw15_84,D1,Bacteria incertae sedis,2232,0.02
Maw15_84,D2,Bacteria candidate phyla,2232,0.02
Maw15_84,D3,Patescibacteria group,929,0.01
Maw15_84,D4,Parcubacteria group,677,0.00
Maw15_84,P,Candidatus Nomurabacteria,316,0.00
Maw15_84,P1,unclassified Candidatus Nomurabacteria,316,0.00
Maw15_84,P,Candidatus Falkowbacteria,95,0.00
Maw15_84,P1,unclassified Candidatus Falkowbacteria,95,0.00
Maw15_84,P,Candidatus Moraniibacteriota,74,0.00
Maw15_84,P1,unclassified Candidatus Moraniibacteriota,74,0.00
Maw15_84,P,Candidatus Kaiserbacteria,50,0.00
Maw15_84,P1,unclassified Candidatus Kaiserbacteria,50,0.00
Maw15_84,P,Candidatus Campbellbacteria,41,0.00
Maw15_84,P1,unclassified Candidatus Campbellbacteria,41,0.00
Maw15_84,P,Candidatus Nealsonbacteria,38,0.00
Maw15_84,P1,unclassified Candidatus Nealsonbacteria,34,0.00
Maw15_84,P,Candidatus Parcubacteria,28,0.00
Maw15_84,P1,unclassified Candidatus Parcubacteria,28,0.00
Maw15_84,P,Candidatus Uhrbacteria,18,0.00
Maw15_84,P1,unclassified Candidatus Uhrbacteria,18,0.00
Maw15_84,D4,Microgenomates group,114,0.00
Maw15_84,P,Candidatus Woesebacteria,114,0.00
Maw15_84,P1,unclassified Candidatus Woesebacteria,114,0.00
Maw15_84,D4,unclassified Patescibacteria group,96,0.00
Maw15_84,P,Candidatus Gracilibacteria,39,0.00
Maw15_84,P1,unclassified Candidatus Gracilibacteria,39,0.00
Maw15_84,P,Candidatus Aminicenantes,600,0.00
Maw15_84,P1,unclassified Candidatus Aminicenantes,600,0.00
Maw15_84,P,Candidatus Saccharibacteria,245,0.00
Maw15_84,P1,unclassified Candidatus Saccharibacteria,245,0.00
Maw15_84,P,Candidatus Peregrinibacteria,175,0.00
Maw15_84,P1,unclassified Candidatus Peregrinibacteria,86,0.00
Maw15_84,P,candidate division WOR-3,151,0.00
Maw15_84,P,Candidatus Coatesbacteria,29,0.00
Maw15_84,P1,unclassified Candidatus Coatesbacteria,29,0.00
Maw15_84,P,Candidatus Eisenbacteria,28,0.00
Maw15_84,P1,unclassified Candidatus Eisenbacteria,28,0.00
Maw15_84,D3,Candidatus Dojkabacteria,17,0.00
Maw15_84,P,Candidatus Bipolaricaulota,15,0.00
Maw15_84,P1,unclassified Candidatus Bipolaricaulota,15,0.00
Maw15_84,P,Thermodesulfobacteriota,2223,0.01
Maw15_84,P,Myxococcota,2114,0.01
Maw15_84,P1,Polyangia,741,0.00
Maw15_84,P,Nitrospirota,1416,0.01
Maw15_84,P1,unclassified Nitrospirota,438,0.00
Maw15_84,P,Campylobacterota,1404,0.01
Maw15_84,P,Acidobacteriota,734,0.00
Maw15_84,P1,unclassified Acidobacteriota,498,0.00
Maw15_84,D1,delta/epsilon subdivisions,557,0.00
Maw15_84,D1,unclassified Bacteria,534,0.00
Maw15_84,D1,Nitrospinae/Tectomicrobia group,144,0.00
Maw15_84,P,Nitrospinota,81,0.00
Maw15_84,P,Candidatus Tectomicrobia,63,0.00
Maw15_84,P,Bdellovibrionota,138,0.00
Maw15_84,P,Elusimicrobiota,133,0.00
Maw15_84,P1,unclassified Elusimicrobiota,133,0.00
Maw15_84,P,Spirochaetota,108,0.00
Maw15_84,P1,unclassified Spirochaetota,34,0.00
Maw15_84,D1,environmental samples,78,0.00
Maw15_84,P,Calditrichota,64,0.00
Maw15_84,P,Synergistota,40,0.00
Maw15_84,P1,unclassified Synergistota,40,0.00
Maw15_84,P,Thermotogota,22,0.00
Maw15_84,P,Aquificota,21,0.00
Maw15_84,P1,unclassified Aquificota,19,0.00
Maw15_84,P,Fusobacteriota,2,0.00
Maw15_84,D,Archaea,1632,0.01
Maw15_84,D1,TACK group,1318,0.01
Maw15_84,P,Nitrososphaerota,1286,0.01
Maw15_84,P1,Nitrososphaerota incertae sedis,67,0.00
Maw15_84,P2,Marine Group I,51,0.00
Maw15_84,P,Candidatus Bathyarchaeota,28,0.00
Maw15_84,P1,unclassified Candidatus Bathyarchaeota,27,0.00
Maw15_84,P,Thermoproteota,2,0.00
Maw15_84,P,Euryarchaeota,213,0.00
Maw15_84,P1,Stenosarchaea group,192,0.00
Maw15_84,P1,unclassified Euryarchaeota,9,0.00
Maw15_84,P1,Methanomada group,4,0.00
Maw15_84,P,Candidatus Thermoplasmatota,41,0.00
Maw15_84,D1,Asgard group,28,0.00
Maw15_84,P,Candidatus Heimdallarchaeota,19,0.00
Maw15_84,P1,unclassified Candidatus Heimdallarchaeota,19,0.00
Maw15_84,P,Candidatus Lokiarchaeota,5,0.00
Maw15_84,P1,unclassified Candidatus Lokiarchaeota,5,0.00
Maw15_84,P,Candidatus Thorarchaeota,4,0.00
Maw15_84,P1,unclassified Candidatus Thorarchaeota,4,0.00
Maw15_84,D1,DPANN group,23,0.00
Maw15_84,P,Candidatus Aenigmatarchaeota,10,0.00
Maw15_84,P1,unclassified Candidatus Aenigmatarchaeota,10,0.00
Maw15_84,P,Candidatus Woesearchaeota,9,0.00
Maw15_84,P1,unclassified Candidatus Woesearchaeota,9,0.00
Maw15_84,P,Candidatus Diapherotrites,2,0.00
Maw15_84,P1,unclassified Candidatus Diapherotrites,2,0.00
Maw15_84,P,Candidatus Micrarchaeota,2,0.00
Maw15_84,P1,unclassified Candidatus Micrarchaeota,2,0.00
Maw15_84,D1,unclassified Archaea,6,0.00
Maw15_P1,U,unclassified,23076878,97.89
Maw15_P1,R,root,498190,2.11
Maw15_P1,R1,cellular organisms,498190,2.11
Maw15_P1,D,Bacteria,496720,2.11
Maw15_P1,P,Pseudomonadota,330300,1.40
Maw15_P1,P1,unclassified Pseudomonadota,1515,0.01
Maw15_P1,P1,environmental samples,414,0.00
Maw15_P1,D1,FCB group,80195,0.34
Maw15_P1,D2,Bacteroidota/Chlorobiota group,78896,0.33
Maw15_P1,P,Bacteroidota,77726,0.33
Maw15_P1,P1,environmental samples,660,0.00
Maw15_P1,P1,unclassified Bacteroidota,486,0.00
Maw15_P1,P,Ignavibacteriota,410,0.00
Maw15_P1,P1,unclassified Ignavibacteriota,97,0.00
Maw15_P1,P,Balneolota,354,0.00
Maw15_P1,P,Rhodothermota,114,0.00
Maw15_P1,P,Chlorobiota,67,0.00
Maw15_P1,P1,unclassified Chlorobiota,53,0.00
Maw15_P1,P,Gemmatimonadota,668,0.00
Maw15_P1,P1,unclassified Gemmatimonadota,594,0.00
Maw15_P1,P1,environmental samples,4,0.00
Maw15_P1,P,Candidatus Zixiibacteriota,276,0.00
Maw15_P1,P,Candidatus Latescibacterota,173,0.00
Maw15_P1,P1,unclassified Candidatus Latescibacterota,173,0.00
Maw15_P1,P,Candidatus Neomarinimicrobiota,127,0.00
Maw15_P1,P1,unclassified Candidatus Neomarinimicrobiota,127,0.00
Maw15_P1,P,Candidatus Hydrogenedentota,16,0.00
Maw15_P1,P1,unclassified Candidatus Hydrogenedentota,16,0.00
Maw15_P1,D1,Terrabacteria group,41374,0.18
Maw15_P1,P,Bacillota,15995,0.07
Maw15_P1,P,Actinomycetota,15330,0.07
Maw15_P1,P1,unclassified Actinomycetota,1532,0.01
Maw15_P1,D2,Cyanobacteriota/Melainabacteria group,7376,0.03
Maw15_P1,P,Cyanobacteriota,7240,0.03
Maw15_P1,P,Candidatus Melainabacteria,128,0.00
Maw15_P1,P1,unclassified Candidatus Melainabacteria,128,0.00
Maw15_P1,P,Chloroflexota,1047,0.00
Maw15_P1,P1,unclassified Chloroflexota,248,0.00
Maw15_P1,P,Mycoplasmatota,437,0.00
Maw15_P1,P1,unclassified Mycoplasmatota,356,0.00
Maw15_P1,P,Deinococcota,399,0.00
Maw15_P1,P,Armatimonadota,138,0.00
Maw15_P1,P1,unclassified Armatimonadota,138,0.00
Maw15_P1,D1,PVC group,6876,0.03
Maw15_P1,P,Planctomycetota,5443,0.02
Maw15_P1,P1,unclassified Planctomycetota,322,0.00
Maw15_P1,P,Verrucomicrobiota,1156,0.00
Maw15_P1,P1,environmental samples,132,0.00
Maw15_P1,P1,unclassified Verrucomicrobiota,43,0.00
Maw15_P1,P,Lentisphaerota,95,0.00
Maw15_P1,P1,unclassified Lentisphaerota,35,0.00
Maw15_P1,P,Candidatus Omnitrophota,67,0.00
Maw15_P1,P1,unclassified Candidatus Omnitrophota,67,0.00
Maw15_P1,P,Chlamydiota,45,0.00
Maw15_P1,P,Kiritimatiellota,43,0.00
Maw15_P1,P,Myxococcota,1929,0.01
Maw15_P1,P1,Polyangia,792,0.00
Maw15_P1,D1,Bacteria incertae sedis,1862,0.01
Maw15_P1,D2,Bacteria candidate phyla,1862,0.01
Maw15_P1,D3,Patescibacteria group,868,0.00
Maw15_P1,D4,Parcubacteria group,671,0.00
Maw15_P1,P,Candidatus Nomurabacteria,276,0.00
Maw15_P1,P1,unclassified Candidatus Nomurabacteria,276,0.00
Maw15_P1,P,Candidatus Falkowbacteria,102,0.00
Maw15_P1,P1,unclassified Candidatus Falkowbacteria,102,0.00
Maw15_P1,P,Candidatus Moraniibacteriota,90,0.00
Maw15_P1,P1,unclassified Candidatus Moraniibacteriota,90,0.00
Maw15_P1,P,Candidatus Kaiserbacteria,62,0.00
Maw15_P1,P1,unclassified Candidatus Kaiserbacteria,62,0.00
Maw15_P1,P,Candidatus Nealsonbacteria,52,0.00
Maw15_P1,P1,unclassified Candidatus Nealsonbacteria,44,0.00
Maw15_P1,P,Candidatus Campbellbacteria,40,0.00
Maw15_P1,P1,unclassified Candidatus Campbellbacteria,40,0.00
Maw15_P1,P,Candidatus Uhrbacteria,22,0.00
Maw15_P1,P1,unclassified Candidatus Uhrbacteria,22,0.00
Maw15_P1,P,Candidatus Parcubacteria,14,0.00
Maw15_P1,P1,unclassified Candidatus Parcubacteria,14,0.00
Maw15_P1,D4,Microgenomates group,74,0.00
Maw15_P1,P,Candidatus Woesebacteria,74,0.00
Maw15_P1,P1,unclassified Candidatus Woesebacteria,74,0.00
Maw15_P1,P,Candidatus Gracilibacteria,66,0.00
Maw15_P1,P1,unclassified Candidatus Gracilibacteria,66,0.00
Maw15_P1,D4,unclassified Patescibacteria group,53,0.00
Maw15_P1,P,Candidatus Saccharibacteria,256,0.00
Maw15_P1,P1,unclassified Candidatus Saccharibacteria,256,0.00
Maw15_P1,P,Candidatus Peregrinibacteria,190,0.00
Maw15_P1,P1,unclassified Candidatus Peregrinibacteria,71,0.00
Maw15_P1,P,candidate division WOR-3,181,0.00
Maw15_P1,P,Candidatus Aminicenantes,178,0.00
Maw15_P1,P1,unclassified Candidatus Aminicenantes,178,0.00
Maw15_P1,P,Candidatus Coatesbacteria,33,0.00
Maw15_P1,P1,unclassified Candidatus Coatesbacteria,33,0.00
Maw15_P1,P,Candidatus Eisenbacteria,33,0.00
Maw15_P1,P1,unclassified Candidatus Eisenbacteria,33,0.00
Maw15_P1,P,Candidatus Bipolaricaulota,30,0.00
Maw15_P1,P1,unclassified Candidatus Bipolaricaulota,30,0.00
Maw15_P1,D3,Candidatus Dojkabacteria,29,0.00
Maw15_P1,P,Thermodesulfobacteriota,1754,0.01
Maw15_P1,P,Campylobacterota,866,0.00
Maw15_P1,P,Acidobacteriota,713,0.00
Maw15_P1,P1,unclassified Acidobacteriota,515,0.00
Maw15_P1,P,Nitrospirota,704,0.00
Maw15_P1,P1,unclassified Nitrospirota,168,0.00
Maw15_P1,D1,unclassified Bacteria,647,0.00
Maw15_P1,D1,delta/epsilon subdivisions,391,0.00
Maw15_P1,P,Elusimicrobiota,153,0.00
Maw15_P1,P1,unclassified Elusimicrobiota,153,0.00
Maw15_P1,P,Spirochaetota,151,0.00
Maw15_P1,P1,unclassified Spirochaetota,28,0.00
Maw15_P1,P,Bdellovibrionota,126,0.00
Maw15_P1,D1,Nitrospinae/Tectomicrobia group,92,0.00
Maw15_P1,P,Nitrospinota,61,0.00
Maw15_P1,P,Candidatus Tectomicrobia,31,0.00
Maw15_P1,P,Synergistota,75,0.00
Maw15_P1,P1,unclassified Synergistota,75,0.00
Maw15_P1,D1,environmental samples,59,0.00
Maw15_P1,P,Calditrichota,48,0.00
Maw15_P1,P,Aquificota,21,0.00
Maw15_P1,P1,unclassified Aquificota,19,0.00
Maw15_P1,P,Thermotogota,16,0.00
Maw15_P1,P,Fusobacteriota,5,0.00
Maw15_P1,D,Archaea,1158,0.00
Maw15_P1,D1,TACK group,735,0.00
Maw15_P1,P,Nitrososphaerota,698,0.00
Maw15_P1,P1,Nitrososphaerota incertae sedis,100,0.00
Maw15_P1,P2,Marine Group I,93,0.00
Maw15_P1,P,Candidatus Bathyarchaeota,29,0.00
Maw15_P1,P1,unclassified Candidatus Bathyarchaeota,27,0.00
Maw15_P1,P,Thermoproteota,7,0.00
Maw15_P1,P,Euryarchaeota,211,0.00
Maw15_P1,P1,Stenosarchaea group,200,0.00
Maw15_P1,P1,unclassified Euryarchaeota,7,0.00
Maw15_P1,P,Candidatus Thermoplasmatota,124,0.00
Maw15_P1,P1,DHVE2 group,4,0.00
Maw15_P1,D1,DPANN group,47,0.00
Maw15_P1,P,Candidatus Aenigmatarchaeota,33,0.00
Maw15_P1,P1,unclassified Candidatus Aenigmatarchaeota,33,0.00
Maw15_P1,P,Candidatus Woesearchaeota,13,0.00
Maw15_P1,P1,unclassified Candidatus Woesearchaeota,13,0.00
Maw15_P1,P,Candidatus Diapherotrites,1,0.00
Maw15_P1,P1,unclassified Candidatus Diapherotrites,1,0.00
Maw15_P1,D1,Asgard group,33,0.00
Maw15_P1,P,Candidatus Heimdallarchaeota,16,0.00
Maw15_P1,P1,unclassified Candidatus Heimdallarchaeota,16,0.00
Maw15_P1,P,Candidatus Thorarchaeota,11,0.00
Maw15_P1,P1,unclassified Candidatus Thorarchaeota,11,0.00
Maw15_P1,P,Candidatus Lokiarchaeota,6,0.00
Maw15_P1,P1,unclassified Candidatus Lokiarchaeota,6,0.00
Maw15_P1,D1,unclassified Archaea,1,0.00
Maw22C_06,U,unclassified,14087478,96.38
Maw22C_06,R,root,529860,3.62
Maw22C_06,R1,cellular organisms,529860,3.62
Maw22C_06,D,Bacteria,525755,3.60
Maw22C_06,P,Pseudomonadota,273260,1.87
Maw22C_06,P1,unclassified Pseudomonadota,933,0.01
Maw22C_06,P1,environmental samples,708,0.00
Maw22C_06,D1,FCB group,170223,1.16
Maw22C_06,D2,Bacteroidota/Chlorobiota group,168639,1.15
Maw22C_06,P,Bacteroidota,166411,1.14
Maw22C_06,P1,environmental samples,548,0.00
Maw22C_06,P1,unclassified Bacteroidota,341,0.00
Maw22C_06,P,Balneolota,927,0.01
Maw22C_06,P,Ignavibacteriota,720,0.00
Maw22C_06,P1,unclassified Ignavibacteriota,110,0.00
Maw22C_06,P,Rhodothermota,86,0.00
Maw22C_06,P,Chlorobiota,75,0.00
Maw22C_06,P1,unclassified Chlorobiota,67,0.00
Maw22C_06,P,Gemmatimonadota,656,0.00
Maw22C_06,P1,unclassified Gemmatimonadota,557,0.00
Maw22C_06,P1,environmental samples,10,0.00
